U,Omega_2rdm,Omega_1rdm,V,magnetization,charge_density,doublons
-1.5918367346938775,"1.8469747771204466, 1.863957838266876, 2.0854793887146914, 2.086207278572683, 2.086207278572684, 2.0862072785726844, 3.520945870283399, 3.5209458702834, 3.5209458702834002, 3.530113800861547, 4.29142024766091, 4.348089741957131, 4.348089741957136, 4.3480897419571365, 4.596418076154727, 4.616539256834017, 11.474234499623112, 12.06309656661119, 12.063096566612804, 12.06309656661373, 12.30362748871548, 12.350389588740688, 14.105158091223945, 14.105158091228377, 14.105158091240721, 16.480991287811392, 16.480991287891815, 16.48099128793217","1.5357220060609509, 1.535722006060951, 1.5523570885640692, 1.5523570885640692, 3.181409713482944, 3.181409713482945, 3.460168557782395, 3.4601685577823975",3.183673469387755,"-5.551115123125783e-17, 5.551115123125783e-17, 1.1102230246251565e-16, -1.1102230246251565e-16","1.4836836490908283, 0.5163163509091723, 0.5163163509091897, 1.4836836490908119","0.6974362556467685, 0.21070040434891987, 0.21070040434892806, 0.6974362556467597"
-1.5918367346938775,"1.8474876235056268, 1.8635841289628658, 2.0936096740833285, 2.094255874638434, 2.0942558746384354, 2.094255874638437, 3.5079322213527098, 3.50793222135271, 3.507932221352711, 3.5160917035472954, 4.258166069308809, 4.302075237046776, 4.302075237046777, 4.302075237046779, 4.584714299074241, 4.612998280325002, 11.529420623090997, 12.227277935594557, 12.227277935595485, 12.227277935596227, 12.36347696640724, 12.485595505178141, 14.27779602652363, 14.277796026535823, 14.277796026543887, 16.707269611208602, 16.707269611284513, 16.70726961131186","1.539552428159392, 1.539552428159407, 1.5554402103292004, 1.5554402103292204, 3.1651545914499395, 3.165154591449986, 3.435202835825993, 3.4352028358260234",3.3469387755102042,"4.996003610813204e-16, 1.2490009027033011e-15, -4.440892098500626e-15, 2.7200464103316335e-15","1.4875440461673546, 0.5124559538327114, 0.5124559538385155, 1.4875440461614189","0.7014722740762684, 0.21109555958223794, 0.21109555958497417, 0.7014722740731179"
-1.5918367346938775,"1.8479111418774912, 1.8631843934355388, 2.1014794660906846, 2.1020545385941354, 2.1020545385941363, 2.102054538594137, 3.4959759860700665, 3.4959759860700674, 3.4959759860700683, 3.503262864891277, 4.224375704029525, 4.2589122940968425, 4.258912294096844, 4.258912294096848, 4.577094440128676, 4.610577087141702, 11.585819148365347, 12.382737199204362, 12.385513501295298, 12.385513501296078, 12.385513501296886, 12.660473811825877, 14.443423509437109, 14.443423509460308, 14.443423509480004, 16.925633844713893, 16.925633844917925, 16.92563384497011","1.5432086867851489, 1.5432086867851489, 1.5583782637099723, 1.5583782637099723, 3.1500325014493575, 3.150032501449358, 3.4119203420753004, 3.4119203420753004",3.510204081632653,"5.551115123125783e-17, -5.551115123125783e-17, 5.551115123125783e-17, -5.551115123125783e-17","1.4910713994565694, 0.5089286005434308, 0.5089286005434163, 1.491071399456585","0.7052007081204785, 0.21149401030302736, 0.21149401030302045, 0.7052007081204867"
-1.5918367346938775,"1.8482595060020053, 1.8627671154803047, 2.1090978803596636, 2.109610821833606, 2.1096108218336083, 2.109610821833611, 3.484962970533035, 3.4849629705330365, 3.484962970533037, 3.4914912412724046, 4.190790521098297, 4.218375898957893, 4.218375898957895, 4.218375898957895, 4.572441376420488, 4.6090692611769555, 11.643205734768294, 12.407148044345337, 12.538175705324674, 12.538175705327859, 12.538175705330152, 12.828723221227207, 14.60258476769482, 14.602584767710464, 14.602584767736971, 17.136623180355613, 17.13662318083952, 17.136623181038754","1.5466997007048713, 1.5466997007048713, 1.5611806175680703, 1.5611806175680703, 3.1359376093539137, 3.1359376093539137, 3.3901603324276657, 3.3901603324276666",3.673469387755102,"0.0, 0.0, 1.1102230246251565e-16, -1.1102230246251565e-16","1.4943057628458625, 0.5056942371541374, 0.5056942371541013, 1.4943057628458996","0.7086541047748562, 0.2118910545252233, 0.21189105452520632, 0.7086541047748759"
-1.5918367346938775,"1.8485445192695091, 1.862339030328473, 2.1164733824721123, 2.116931890073645, 2.1169318900736456, 2.1169318900736473, 3.4747948932609773, 3.4747948932609787, 3.4747948932609796, 3.480660823715032, 4.157905341122746, 4.180261853524708, 4.1802618535247085, 4.180261853524712, 4.5699345246222824, 4.608307315847635, 11.701383948570301, 12.435874885437498, 12.685610437727606, 12.685610437728512, 12.68561043772856, 12.990772069434916, 14.755765754807923, 14.755765754821441, 14.755765754829422, 17.340723746703823, 17.340723746942018, 17.34072374703661","1.550033767065952, 1.5500337670659523, 1.5638556085958846, 1.5638556085958846, 3.1227777830489836, 3.1227777830489836, 3.369783462649911, 3.3697834626499117",3.836734693877551,"0.0, 0.0, 5.551115123125783e-17, 0.0","1.497281024680588, 0.5027189753194113, 0.5027189753193245, 1.497281024680676","0.7118604626495784, 0.21228318975251345, 0.21228318975247254, 0.7118604626496249"
-1.5918367346938775,"1.8487760391717656, 1.8619054687161227, 2.1236139324806507, 2.1240246172454436, 2.124024617245446, 2.124024617245446, 3.465386621392799, 3.4653866213928004, 3.465386621392802, 3.4706719775014743, 4.126023493077631, 4.144384758051677, 4.144384758051678, 4.14438475805168, 4.568986808003151, 4.608154615050869, 11.76018198052614, 12.468229607151448, 12.828137865035814, 12.828137865039311, 12.828137865039592, 13.147016804580012, 14.903401489020782, 14.903401489048775, 14.903401489066912, 17.538375045719953, 17.538375046227223, 17.538375046367033","1.553218651211329, 1.5532186512121342, 1.5664107255248991, 1.5664107255259032, 3.110472204840079, 3.1104722048420106, 3.350668008662246, 3.350668008663583",4.0,"-1.0980105713542798e-13, 2.1584123377493825e-13, -1.0942635686461699e-13, 3.3306690738754696e-15","1.5000260529461809, 0.49997394705250076, 0.49997394685900864, 1.5000260531423097","0.7148440288009035, 0.2126678347621372, 0.21266783467047717, 0.7148440289043081"
-1.346938775510204,"1.792011638988851, 1.7985868752234246, 1.8056433565759766, 1.8059346619437435, 1.805934661943745, 1.8059346619437457, 5.985116224996221, 6.57602312369455, 6.576023123694725, 6.576023123694743, 7.162087089508427, 7.162087089508451, 7.162087089508714, 7.679119217292663, 7.71479972016488, 8.672219734466012, 8.672219734466589, 8.672219734466633, 10.043543940233253, 12.073852978151102, 12.073852978154934, 12.073852978155953, 12.47909624162305, 12.990069529791576, 16.519321860734546, 16.519321860867333, 16.51932186087151, 18.6020977348234","1.392300006695608, 1.3923000066958338, 1.396123097380945, 1.3961230973812442, 6.158123934020733, 6.158123934101544, 6.30571499270708, 6.305714992791013",-4.0,"-6.362965709882928e-14, 5.928590951498336e-14, 9.708900350346994e-14, -9.275913370743183e-14","0.12881391862504546, 1.8711860814077026, 1.8711860813793102, 0.12881391858794222","0.012509599385876875, 0.8813774785025055, 0.8813774784866404, 0.012509599370440458"
-1.346938775510204,"1.7921478421144974, 1.7989573210421508, 1.805974013126833, 1.8063173373543635, 1.806317337354365, 1.8063173373543655, 5.948725548295289, 6.548194825874766, 6.5481948258752, 6.548194825875206, 7.146961588514551, 7.1469615885145705, 7.1469615885151745, 7.615844838215634, 7.680957247413695, 8.60737959402287, 8.607379594024229, 8.60737959402426, 10.068819997874325, 12.028828245486652, 12.028828245494179, 12.028828245495781, 12.332081477087693, 12.984653561291193, 16.59585905409764, 16.595859054177183, 16.5958590542647, 17.794562811706623","1.3924537418407752, 1.3924537418412641, 1.3964651433653732, 1.3964651433656965, 6.128781144440115, 6.128781144549023, 6.273463690548294, 6.273463690696136",-3.836734693877551,"-9.497957975668214e-14, 1.0880185641326534e-13, -1.3322676295501878e-15, -1.2524703496552547e-14","0.13600599958244702, 1.8639940007013613, 1.8639940004521267, 0.13600599926406554","0.013248173090063278, 0.874710237145031, 0.8747102370089084, 0.013248172957019952"
-1.346938775510204,"1.7923112895719742, 1.7993400471044871, 1.806300049783028, 1.8067052170200915, 1.806705217020092, 1.806705217020094, 5.912557022007713, 6.520737461023566, 6.520737461023572, 6.520737461023577, 7.132264747867067, 7.132264747867076, 7.132264747867101, 7.553659154901481, 7.644678630206546, 8.544355137480016, 8.54435513748007, 8.544355137480162, 10.10075565910329, 11.98294784346064, 11.982947843461961, 11.982947843464032, 12.188436238258898, 12.98859822210504, 16.72703157487385, 16.727031574936845, 16.72703157496424, 17.11750960111659","1.3926072396175992, 1.3926072396175992, 1.3968202606611224, 1.396820260661123, 6.099838975710718, 6.099838975710798, 6.241109344244087, 6.241109344244202",-3.673469387755102,"6.938893903907228e-16, -9.43689570931383e-16, 1.27675647831893e-15, -1.0408340855860843e-15","0.14379425468661833, 1.8562057453151688, 1.8562057453136247, 0.14379425468458834","0.01406778051996594, 0.8675043300327688, 0.867504330031919, 0.01406778051912517"
-1.346938775510204,"1.7925078716087686, 1.7997323386052586, 1.8066178921389122, 1.8070966344743549, 1.8070966344743553, 1.8070966344743566, 5.876693481163101, 6.49373722861628, 6.4937372286162836, 6.493737228616294, 7.117987781334951, 7.117987781334966, 7.117987781334976, 7.492909123980596, 7.605697135519221, 8.48369526586751, 8.48369526586752, 8.483695265867556, 10.139877611704135, 11.93539845285978, 11.935398452861207, 11.935398452863083, 12.048985462867368, 13.004103186834007, 16.518626306952697, 16.93648920404884, 16.936489204147026, 16.936489204191574","1.392758941758256, 1.3927589417582658, 1.3971887134823153, 1.3971887134823255, 6.071410244857726, 6.071410244860207, 6.208714342839262, 6.208714342842064",-3.510204081632653,"7.591149930874508e-15, -9.769962616701378e-15, 5.329070518200751e-15, -3.2057689836051395e-15","0.15224571519774402, 1.8477542847966584, 1.8477542848014372, 0.1522457152041624","0.01498248358956673, 0.859703835395894, 0.8597038353985305, 0.014982483592208653"
-1.346938775510204,"1.7927449404393294, 1.8001303252146295, 1.8069231502180798, 1.807489467788161, 1.8074894677881617, 1.8074894677881623, 5.841227479591883, 6.4672921549962075, 6.467292154996217, 6.4672921549962235, 7.1041053321841146, 7.104105332184118, 7.104105332184147, 7.434017142953427, 7.563688877835197, 8.426080140373003, 8.426080140373024, 8.426080140373115, 10.186751425840574, 11.884946908162176, 11.884946908162899, 11.884946908164954, 11.914662786553327, 13.034038132467465, 15.970651774339457, 17.26589757915032, 17.265897579279834, 17.265897579331273","1.39290683487179, 1.3929068348718172, 1.3975707636366512, 1.3975707636366792, 6.043624587607723, 6.043624587614242, 6.176355140191264, 6.1763551401986",-3.3469387755102042,"-1.4134526882259024e-14, 2.2815083156046967e-14, -3.397282455352979e-14, 2.526451270412622e-14","0.1614375740358684, 1.8385624259455424, 1.8385624259611286, 0.16143757405746162","0.016009667078965725, 0.85124558164498, 0.8512455816536398, 0.016009667087781856"
-1.346938775510204,"1.793031703175431, 1.8005286428739853, 1.807210470981478, 1.807881047965408, 1.8078810479654088, 1.8078810479654106, 5.806262786934643, 6.441514103410378, 6.44151410341038, 6.441514103410392, 7.090569286699214, 7.090569286699218, 7.090569286699241, 7.377501505240664, 7.518253730195847, 8.372359808184088, 8.37235980818419, 8.372359808184235, 10.241983468912018, 11.786496186709368, 11.829759894665735, 11.829759894667806, 11.82975989466804, 13.082226645863408, 15.457839286901867, 17.80080178638104, 17.800801786471887, 17.800801786592277","1.39304833769647, 1.3930483376964702, 1.397966692980912, 1.3979666929809123, 6.016630334548184, 6.016630334548202, 6.144124950109824, 6.144124950109825",-3.183673469387755,"-1.1102230246251565e-16, 0.0, 1.1102230246251565e-16, 0.0","0.17145932186555984, 1.8285406781344453, 1.8285406781344415, 0.17145932186555407","0.01717101092517085, 0.8420579227475113, 0.8420579227475095, 0.017171010925168533"
-1.346938775510204,"1.7933797158925098, 1.8009200021739329, 1.8074733816541118, 1.8082680585761124, 1.8082680585761128, 1.808268058576114, 5.771916664614885, 6.416531284541186, 6.41653128454119, 6.4165312845411915, 7.077300257630551, 7.077300257630558, 7.077300257630567, 7.3240042222410215, 7.468892002135991, 8.323607471521875, 8.323607471521907, 8.32360747152195, 10.306219048502875, 11.66555936104495, 11.767171744028351, 11.767171744029627, 11.767171744033108, 13.153897142812989, 14.970751580418975, 18.77385771205135, 18.77385771238956, 18.773857712575005","1.393180164864438, 1.3931801648644384, 1.3983768420755889, 1.3983768420755893, 5.990596096349104, 5.990596096349105, 6.112136857229854, 6.112136857229856",-3.020408163265306,"-1.5265566588595902e-16, 5.551115123125783e-17, 5.551115123125783e-17, 5.551115123125783e-17","0.18241549409370217, 1.8175845059062925, 1.8175845059062978, 0.18241549409370972","0.01849379739141799, 0.8320592273704688, 0.8320592273704716, 0.01849379739142086"
-1.346938775510204,"1.7938034952690252, 1.8012946369306875, 1.807704137187469, 1.8086464332713919, 1.8086464332713919, 1.8086464332713936, 5.738323592557041, 6.392491484979845, 6.392491484979853, 6.392491484979865, 7.0641757526931706, 7.064175752693184, 7.064175752693195, 7.274329644270734, 7.414977125533993, 8.281194454704554, 8.281194454704698, 8.281194454704721, 10.3801346496388, 11.552847641099742, 11.693424521158935, 11.693424521159734, 11.693424521160594, 13.256435953723773, 14.504101184766615, 21.580454375521786, 21.5804543963068, 21.580454396546322","1.393298165146139, 1.3932981651461394, 1.3988016723086718, 1.398801672308672, 5.965711618835023, 5.965711618835037, 6.080527438095267, 6.080527438095269",-2.857142857142857,"7.632783294297951e-17, 0.0, -5.551115123125783e-17, 2.0816681711721685e-17","0.19442924704022496, 1.8055707529597789, 1.8055707529597762, 0.1944292470402197","0.020012685558280594, 0.8211559969738798, 0.8211559969738784, 0.020012685558278773"
-1.346938775510204,"1.7943212566680213, 1.8016395992330612, 1.807893599441413, 1.8090112667402847, 1.8090112667402847, 1.8090112667402867, 5.70564159949774, 6.369566256316827, 6.369566256316842, 6.369566256316845, 7.051013462901302, 7.051013462901316, 7.051013462901326, 7.229499252925107, 7.355725360919329, 8.246898161359486, 8.246898161359505, 8.24689816135957, 10.464422633637025, 11.448986299078369, 11.603470639811876, 11.60347063981371, 11.603470639814677, 13.400727339063913, 14.056055925079418, 19.734799641413627, 19.73479964700579, 19.734799648500996","1.3933971350429661, 1.3933971350429666, 1.399241861926228, 1.3992418619262283, 5.942187036228034, 5.942187036228037, 6.049460999553704, 6.049460999553712",-2.693877551020408,"-6.245004513516506e-17, 1.1102230246251565e-16, -1.1102230246251565e-16, 0.0","0.20764706639571784, 1.792352933604288, 1.792352933604284, 0.20764706639571118","0.02177214337092299, 0.8092405003093516, 0.8092405003093491, 0.021772143370920156"
-1.346938775510204,"1.7949557668005536, 1.8019378582196828, 1.8080311998440182, 1.8093567699487656, 1.8093567699487665, 1.8093567699487676, 5.674063235545645, 6.347956362241918, 6.347956362241923, 6.347956362241929, 7.0375472568629425, 7.037547256862954, 7.037547256862995, 7.190831264449887, 7.290164963771123, 8.223061678254377, 8.223061678254412, 8.223061678254455, 10.559768974612394, 11.35356382205026, 11.491049831182423, 11.491049831183535, 11.491049831185178, 13.603741824828179, 13.62860956771472, 17.89699880570103, 17.896998806683342, 17.896998806768504","1.3934706145387006, 1.3934706145387006, 1.3996984498018015, 1.399698449801802, 5.920248925575317, 5.920248925575319, 6.019134643231576, 6.019134643231587",-2.5306122448979593,"2.7755575615628914e-16, -2.220446049250313e-16, 5.551115123125783e-17, -1.1102230246251565e-16","0.22224503108818877, 1.7777549689118075, 1.7777549689118115, 0.22224503108819296","0.023829813545562642, 0.7961877810913519, 0.7961877810913544, 0.023829813545564665"
-1.346938775510204,"1.7957352522168044, 1.802167149902902, 1.8081050790243092, 1.80967632793506, 1.80967632793506, 1.8096763279350623, 5.643834767143126, 6.3278987731703005, 6.32789877317031, 6.32789877317032, 7.023392134727026, 7.023392134727037, 7.023392134727044, 7.160059318936492, 7.217109578976178, 8.212837024642996, 8.2128370246431, 8.212837024643111, 10.666828548951232, 11.263645890264941, 11.349386176434427, 11.349386176435262, 11.349386176436472, 13.229241286517555, 13.894120011847358, 16.959344907467, 16.95934490754658, 16.95934490774092","1.3935106838586861, 1.3935106838586864, 1.4001730444245821, 1.4001730444245823, 5.900130241800993, 5.900130241800995, 5.989784581147804, 5.9897845811478145",-2.36734693877551,"0.0, -1.1102230246251565e-16, 3.885780586188048e-16, -3.608224830031759e-16","0.23843721804398785, 1.7615627819560087, 1.7615627819560111, 0.23843721804399085","0.026261216249491987, 0.7818518648456949, 0.7818518648456967, 0.02626121624949347"
