U,Omega_2rdm,Omega_1rdm,V,magnetization,charge_density,doublons
-6.0,"2.3018643761781776, 2.310761792665706, 2.328014274223202, 2.3283830995642356, 2.3293520650088797, 2.338594844004781, 2.3425644090043556, 2.3469779960284587, 2.3471702985986274, 2.3509378530002873, 5.722115253428465, 5.770015263231743, 5.877382219663758, 5.896739640422761, 5.926632696629761, 5.980509201011363, 6.38951678107438, 6.534704130810694, 6.64919210278871, 6.69438256087559, 6.80871756230048, 6.912119690924023, 7.3134576754212, 7.331066985112241, 7.451652939426724, 7.802324799754293, 8.009159418522852, 8.061572610385086, 8.300921950016791, 8.332658724173923, 8.444453515021948, 8.626350424289482, 8.936282653270453, 9.001136971381996, 9.215768537486285, 9.602007984794437, 10.13322571634669, 10.355112911170979, 10.827042354428187, 11.124618563648372, 11.1970378005226, 11.238757246132614, 11.529083603190081, 11.883159997333918, 12.229401933722281","1.6133034519861287, 1.6180531176175046, 1.6310244754583219, 1.6324101677413732, 1.6516340333729311, 5.029698348338882, 5.086774595283243, 5.794595712486639, 6.033508184752891, 6.5682111163447185",-0.7346938775510204,"0.03866721227029105, 0.15008029051356775, 0.12250498205656002, 0.15008033412794813, 0.038667181031633045","0.14155491291012906, 1.497441482310809, 1.7220071027713875, 1.4974415557199139, 0.1415549462877611","0.017573864522041398, 0.5761560489715719, 0.7331454615193574, 0.5761560806882368, 0.01757384894379569"
-6.0,"2.3033843694768676, 2.306822983786858, 2.3400964077874336, 2.3477251446210996, 2.3506876347382746, 2.361184995167159, 2.3625874341911914, 2.370126036599743, 2.3711009583155858, 2.3776648782752217, 5.362445927277703, 5.426465639265681, 5.582571841337688, 5.614875636927029, 5.6833599613286125, 5.6912973960495075, 5.9004244283102505, 5.9779911480646755, 6.089905026760048, 6.134521902213156, 6.176608926147108, 6.265752461481936, 6.683310297835865, 6.739168972524826, 6.875885699389588, 7.169743137261324, 7.324177901843182, 7.369325153665948, 7.748930621860908, 7.853429534763168, 7.85369988690041, 8.086902581882212, 8.317171037793734, 8.405253865609811, 8.656749445047765, 8.877241201588786, 9.189571309211654, 9.493986904671665, 9.910901299552465, 9.988230051913456, 10.07495651163006, 10.240084638663788, 10.347143391856944, 10.864659981734908, 11.013898001903106","1.6171193884728248, 1.6250811495788402, 1.6393814025229274, 1.6469116749487396, 1.6730033300958784, 4.636298794396421, 4.818217561868322, 5.2799102522153, 5.3748511641528305, 5.9111863471463995",-0.5714285714285714,"0.04537641251447373, 0.13632798942978946, 0.13659119611147713, 0.13632798942980856, 0.045376412514451264","0.18989272642144053, 1.477976030929974, 1.6642624852977894, 1.4779760309297352, 0.1898927264210617","0.03335571520807803, 0.5761528821133226, 0.687674902268908, 0.5761528821131928, 0.03335571520791349"
-6.0,"2.2957594975450877, 2.310044531477774, 2.360959973363092, 2.393960962799127, 2.4012020830978544, 2.4051304916989946, 2.410068814476106, 2.42050152011263, 2.423619525575492, 2.4367005153500663, 4.9280299685640605, 4.986630499351532, 5.169613561184484, 5.243253356442465, 5.250245521631479, 5.253788935530702, 5.297890631534349, 5.346986238390658, 5.387746102648603, 5.423586135436541, 5.457019350226845, 5.512231298956035, 5.997928071069761, 6.14329137324567, 6.324136407598599, 6.4894461216575445, 6.511954547175973, 6.661047342286761, 7.120295608517091, 7.130044601986278, 7.357843385234029, 7.452085905203633, 7.7162790927233615, 7.8336915720574565, 8.075295885494814, 8.07841569885654, 8.138372482023863, 8.506508706228418, 8.679534711857068, 8.810168989329767, 8.927419086784926, 8.949627529652675, 9.053851694317824, 9.819004077371316, 9.861544971879677","1.6255950883877186, 1.6419867635518173, 1.6517910743800919, 1.6844265714650082, 1.7180942011494786, 4.141655102147548, 4.478149977709878, 4.599992807445514, 4.622237572843783, 5.147820856155484",-0.40816326530612246,"0.05420703437424901, 0.12119120707755632, 0.14920351709638902, 0.12119120707755626, 0.05420703437424921","0.29132559640070377, 1.426996706796003, 1.5633553936065738, 1.4269967067960072, 0.2913255964007116","0.07293867806045927, 0.5598337041039188, 0.6196560395382803, 0.5598337041039211, 0.0729386780604629"
-6.0,"2.274803491638788, 2.3316392254544733, 2.4063006266141493, 2.480424966172887, 2.4894507101774126, 2.4982340311381703, 2.518353624191044, 2.527204668860317, 2.5281853987343603, 2.5634124373338936, 4.529706307290795, 4.546603859724918, 4.552190658350559, 4.563338983061768, 4.593519288077971, 4.652352711005816, 4.672678603007791, 4.6969395056278955, 4.7249719518787705, 4.762994503172391, 4.771774421737057, 4.8113215824492075, 5.49999313556079, 5.758010860425372, 5.7726144831262465, 5.9416607056430095, 5.944658312069595, 6.1472536261947255, 6.4273946528572115, 6.560388579471309, 6.912998231310767, 6.992784437048279, 7.001337796294196, 7.18577152730338, 7.195692235762157, 7.296275526285104, 7.493107856380834, 7.548659757432457, 7.591688409908868, 7.700254971979193, 7.7133367533569155, 8.007419172043317, 8.039062729437916, 8.910431592477172, 8.98462002789822","1.643246392532586, 1.678888393613101, 1.6832485471714098, 1.7604983376102206, 1.8022174168040412, 3.6512841482416096, 3.809895942319383, 3.9330591312863334, 3.9407036114940603, 4.577601603126826",-0.24489795918367346,"0.0655722058799472, 0.10678223630310996, 0.1552911156338861, 0.10678223630310979, 0.06557220587994671","0.5206739441477898, 1.2994513874374771, 1.3597493368294713, 1.2994513874374756, 0.5206739441477839","0.17340357929955738, 0.5022691953343837, 0.5028498241608663, 0.5022691953343833, 0.1734035792995549"
-6.0,"2.2709516638215903, 2.369424778247205, 2.4678178800153074, 2.480964736531751, 2.5519028420221015, 2.5928811023464218, 2.59835165075489, 2.6131709843951443, 2.6256617756118636, 2.6732830003372343, 4.0515203149495145, 4.146571035338389, 4.165510453557348, 4.182832430111085, 4.2471093001002345, 4.316123432749959, 4.393401283238409, 4.441310831431143, 4.503117175862019, 4.652214221712788, 4.652981502183926, 4.661301195732036, 5.410405841091139, 5.501879889424405, 5.505636425023522, 5.524987921197701, 5.665389363309265, 5.778194691445997, 6.272039491604771, 6.329711218876675, 6.34661898774825, 6.585174601634192, 6.5898033860421386, 6.964501745482674, 7.097505942490578, 7.19533107637806, 7.263526554960027, 7.489828326513513, 7.4929249664166155, 7.56143894484244, 7.759251567225336, 7.857181474075672, 8.295520174506617, 8.597104901743657, 8.907647666128586","1.6622230059179917, 1.7190212351574563, 1.7386247147292215, 1.8018190388730855, 1.8460225514974258, 3.2911221200275036, 3.4677840050236752, 3.5462975898499467, 3.736029050626303, 4.479458757585967",-0.08163265306122448,"0.07451199540306191, 0.09831787590157184, 0.15434025739073234, 0.09831787590157182, 0.07451199540306205","0.859792106475442, 1.095218052460273, 1.0899796821285666, 1.095218052460272, 0.859792106475447","0.332499506801166, 0.40337929567679115, 0.36216816863126755, 0.40337929567679076, 0.33249950680116847"
-6.0,"2.2962436037803973, 2.396300974430744, 2.438546829520618, 2.4941956259725244, 2.5365878409387803, 2.5704490522844154, 2.609289511689029, 2.617345939307246, 2.6390795150706268, 2.6739052958494143, 3.932461698562489, 4.001568718275105, 4.064601519355776, 4.080237308812513, 4.210877012411471, 4.351893710298612, 4.408970674487655, 4.5210798539456345, 4.527542312021176, 4.711428462320058, 4.7332595180623285, 4.899542869907813, 5.46887545528155, 5.486086892760336, 5.489224659898973, 5.508173703887066, 5.555309897561018, 5.613053363115445, 6.195787629325567, 6.225905343273226, 6.22838258676133, 6.651561054464084, 7.1315321234131455, 7.142111310684522, 7.264689266967797, 7.389886197652769, 7.49414018084023, 7.5412532148690214, 7.7871061236272014, 7.78964536266626, 7.951163125566556, 8.403731433729403, 8.64073531796023, 9.465450792192964, 9.559907516800772","1.668683791379058, 1.739414418743098, 1.764243060057399, 1.7806507833653193, 1.823569343937981, 3.179391157014545, 3.3821396453117303, 3.6596170604420317, 3.8032825878015193, 4.5132303355753765",0.08163265306122448,"0.07747887824922095, 0.09348952777956432, 0.15806318794242916, 0.09348952777956446, 0.07747887824922131","1.1087885986706558, 0.9166982150908511, 0.949026372476993, 0.9166982150908574, 1.108788598670643","0.4546572841047586, 0.3197493784202801, 0.2893055727591696, 0.319749378420283, 0.4546572841047517"
-6.0,"2.3175621495709335, 2.3966166626775736, 2.418441492196682, 2.4903738256144266, 2.5096420131928823, 2.5364381594290863, 2.580659421341487, 2.599642803022202, 2.6123544353615613, 2.6417125549586276, 4.004036034689735, 4.049259448022333, 4.126244135016594, 4.137910326781495, 4.287547853567649, 4.421682060333026, 4.495232200309399, 4.582986891544642, 4.635659035069256, 4.714747235409735, 4.758790996937926, 5.054780847977519, 5.443343213073715, 5.460058164051249, 5.509298221517473, 5.54656999253323, 5.585240780661866, 5.629551399365581, 6.38207676164452, 6.410094544804352, 6.4702292920405915, 6.887826899778085, 7.148383180485261, 7.207070548862859, 7.342044396988512, 7.352945076400369, 7.417993687939647, 7.7272029236242785, 8.046418856747131, 8.179580464480951, 8.205514078669845, 8.253111887134446, 9.19947230995226, 10.48952006294042, 10.683038091827884","1.6698373388919465, 1.737810146294005, 1.7532621050889687, 1.7659327241366831, 1.7936484972113997, 3.2523010357641335, 3.4627593461482564, 3.7328715563676926, 3.8906932856365697, 4.5239265858452855",0.24489795918367346,"0.07860002671500249, 0.08742341150871288, 0.16795312355256642, 0.08742341150871422, 0.07860002671500393","1.2691125416054723, 0.7704224919986618, 0.9209299327917293, 0.7704224919986626, 1.2691125416054727","0.5350421901959375, 0.2552164740955652, 0.26913567881380435, 0.2552164740955645, 0.5350421901959364"
-6.0,"2.327025816438955, 2.380523878219004, 2.407088625795883, 2.469384888392597, 2.4797330312697308, 2.4997695127181854, 2.538301270484369, 2.5612938761432753, 2.566540068822256, 2.593270960463624, 4.176998633275442, 4.193587339714878, 4.2646239642028645, 4.274376284046059, 4.454366338835152, 4.540639570063797, 4.647747776109887, 4.658721942126058, 4.798007267849088, 4.802691812721247, 4.83947208569827, 5.187530057173176, 5.455899276190804, 5.460588584109926, 5.540310003360437, 5.612862502705741, 5.68278636741174, 5.745657085710247, 6.539055629125975, 6.607329748971154, 6.714837882634854, 6.808468249115515, 7.3893423704276735, 7.438552607880612, 7.477985380720559, 7.50428378422813, 7.598968437582443, 7.873683760073865, 8.282341068369014, 8.531449859930266, 8.90147096685677, 8.91668727081417, 9.517260450921249, 11.509785178564165, 11.931408680025902","1.6675421740286502, 1.7218677315629827, 1.72664881405501, 1.7533927032300007, 1.7609733539426342, 3.422224443971553, 3.6193097313582165, 3.814968629625018, 4.034760897791576, 4.561530709355238",0.40816326530612246,"0.07958781768645223, 0.0793984415218002, 0.18202748158349857, 0.07939844152179958, 0.07958781768644962","1.39347137554324, 0.6359167498327051, 0.9412237492480984, 0.6359167498326981, 1.3934713755432597","0.5977852173970173, 0.19870807989271683, 0.26874668743130714, 0.1987080798927142, 0.5977852173970297"
-6.0,"2.3286253121269027, 2.363577360339351, 2.390974231397896, 2.4396351199941626, 2.448177435419472, 2.461424475323056, 2.4895625222725517, 2.5124906241180125, 2.5128063049557676, 2.5367765848471215, 4.403447658974859, 4.4263353075907865, 4.459239989233769, 4.464521356317375, 4.681461173565007, 4.737526095171869, 4.800403695024034, 4.844087233486886, 4.9774624654858926, 5.006920390132824, 5.032560835374961, 5.344351574604238, 5.514756041159316, 5.5316826153950664, 5.60957846781797, 5.752299670195375, 5.841761902881579, 5.923831847385369, 6.5861773500837195, 6.820945023923116, 7.057430052288926, 7.218678961767585, 7.573764617672945, 7.647750056181553, 7.680360709009991, 7.799127655789912, 7.8904900771884785, 8.089876666018508, 8.549188857633116, 8.895557466439858, 9.552789287057307, 9.735835055628526, 9.761553291561235, 12.563561220620391, 13.178465870761872","1.6613311700958595, 1.6990574368903952, 1.7024182430315795, 1.727719315612875, 1.7324186229002074, 3.6662694316357984, 3.830224254850947, 3.9402070158555746, 4.25040276956556, 4.657367329596353",0.5714285714285714,"0.08050885805956104, 0.07007145112285132, 0.1988393816351829, 0.07007145112284824, 0.08050885805955599","1.4966243732672626, 0.512818442795608, 0.98111436787425, 0.5128184427956023, 1.4966243732672753","0.650099748009963, 0.1492882189475498, 0.2748199238658434, 0.1492882189475499, 0.6500997480099737"
-6.0,"2.3264512422709656, 2.3482982998703634, 2.3734347396837454, 2.4090552369092384, 2.4182751694474094, 2.4258952387102855, 2.4441939000065775, 2.4623719614328032, 2.4646987778935783, 2.483073805681818, 4.656044937448418, 4.691080850040038, 4.693511633445281, 4.729517032849904, 4.948632923506076, 4.987829899708309, 4.996169527560653, 5.082293730298269, 5.228171209493776, 5.244432140991343, 5.3089970143528165, 5.535140019532504, 5.634855934450222, 5.665706156303751, 5.722932258529845, 5.959360872029946, 6.057857050884538, 6.132288933133236, 6.773140161061669, 7.110679441732836, 7.434228933565242, 7.687419505670162, 7.753593587049947, 7.898922336321317, 8.034825038984085, 8.136252130628266, 8.229306978673542, 8.371337482377022, 8.868075611229289, 9.300582500199592, 10.067574374859728, 10.181777866752219, 10.568461766019597, 13.621197151389605, 14.421779720863796","1.652521729868856, 1.6763795028932171, 1.6821160359451302, 1.6981220920577254, 1.7090250866326273, 3.963376236465494, 4.076146297029478, 4.110173160579217, 4.523629771296505, 4.8148343256759825",0.7346938775510204,"0.08128487437472653, 0.06044588731276471, 0.21653847662501496, 0.0604458873127654, 0.08128487437472842","1.5790324844285144, 0.4073528070558375, 1.027229417031303, 0.40735280705584076, 1.5790324844285057","0.6921936597471086, 0.10903846174589323, 0.28254464042455846, 0.10903846174589407, 0.6921936597471023"
-6.0,"2.3229957966200727, 2.3355336576805175, 2.358040886674464, 2.382675572925697, 2.3927158378120037, 2.396514772287011, 2.407748479970822, 2.421438715378643, 2.4248491701602215, 2.4387543854064755, 4.9283996085819535, 4.936527941177384, 4.948270029305518, 5.0608459508314265, 5.221343635188036, 5.236371214784801, 5.268307703242049, 5.337649969303723, 5.511322075554289, 5.521650931185883, 5.60666727622332, 5.754828517336725, 5.801738073567371, 5.86204290977004, 5.88075055296428, 6.216613800711813, 6.3088713546321, 6.357201479703023, 7.053508123255384, 7.424833825676873, 7.837814857322722, 7.966056616359002, 8.165261008045862, 8.227318815244503, 8.423373636853372, 8.528182930341886, 8.598735822593977, 8.700371392427948, 9.231398082728077, 9.742859448928948, 10.443350990119239, 10.794370073887238, 11.366725372865554, 14.658954293076286, 15.656736577558503","1.64339114730445, 1.6577770115506327, 1.6660488046456292, 1.674630001087184, 1.6876731552183453, 4.289153956575953, 4.312077649575742, 4.334365476124061, 4.830784219011422, 5.02331317216286",0.8979591836734694,"0.08198799909224508, 0.051384863429049576, 0.2332542749574107, 0.05138486342904952, 0.08198799909224508","1.6409052206629633, 0.3227439697872318, 1.0727016190996104, 0.3227439697872314, 1.6409052206629637","0.7239947442372193, 0.07859280498541166, 0.2904416840493823, 0.07859280498541164, 0.7239947442372195"
-6.0,"2.3194719681961926, 2.3256155774242586, 2.3459003073865783, 2.3620814596414186, 2.372365619508616, 2.3739365994704795, 2.3807783627114794, 2.3908252897366196, 2.3944423212015145, 2.40500349459228, 5.186370772958889, 5.202163892169788, 5.207445816977899, 5.394809516073569, 5.460255143178212, 5.528637171419807, 5.559679586515893, 5.5863527943966975, 5.784945697192478, 5.808223450966211, 5.905048907636014, 5.992447533934378, 6.004596660818647, 6.088236463048304, 6.111318375904827, 6.502567310455265, 6.574175256804483, 6.59085906069678, 7.382841746427571, 7.736660161593109, 8.198437975175464, 8.255665252945322, 8.513472049191787, 8.719394491316464, 8.817270007313795, 8.960134114516332, 8.98219721634934, 9.067382474098702, 9.621648814379723, 10.2063799071543, 10.865230449313282, 11.387856787697995, 12.112934633860025, 15.658832523867678, 16.879883570477293","1.635503633792537, 1.6440424241019083, 1.6536611802040342, 1.6572742383269428, 1.6702199756723917, 4.530711425536456, 4.587129513538115, 4.622597252083466, 5.150456869500136, 5.267287936789614",1.0612244897959184,"0.08274844017602462, 0.04337189766089628, 0.2477593243261552, 0.04337189766089681, 0.082748440176027","1.685174882402094, 0.25765136099121255, 1.114347513213391, 0.2576513609912162, 1.6851748824020858","0.7467767830982217, 0.05668224536476736, 0.29824417358943717, 0.05668224536476848, 0.7467767830982154"
-6.0,"2.316355305042747, 2.3183454170142426, 2.3367008289445863, 2.3468316134948783, 2.3567779730629232, 2.3571973549102583, 2.3614597320187767, 2.3687434475727818, 2.3721489722941174, 2.3802172271436692, 5.431293194941862, 5.460860517449841, 5.466290536784224, 5.672850100328753, 5.746274267187575, 5.81477898421091, 5.81835304921196, 5.848448238501566, 6.020930870978482, 6.076474031613129, 6.196843855016869, 6.237288434694058, 6.242544629134422, 6.346833045746094, 6.391361503271832, 6.79892971697511, 6.827408302743042, 6.840281202030499, 7.731104955501647, 8.03030797225027, 8.440781129617724, 8.67564240004557, 8.840588810370718, 9.188806004769484, 9.22857981140004, 9.369714705152953, 9.414013035308841, 9.472399572880164, 10.022990604694597, 10.674660536661275, 11.309963291822735, 11.958529983392825, 12.802180841418837, 16.610094585406756, 18.09424716174349","1.629313593707879, 1.6343929828551118, 1.644210253273461, 1.6448804962829389, 1.6567163543262229, 4.754307372467342, 4.82595431096756, 4.949693201125895, 5.468055257365612, 5.531085286433504",1.2244897959183674,"0.08364559184887566, 0.03654938116818071, 0.2596100539658856, 0.036549381168180475, 0.08364559184887743","1.7160221659143091, 0.20843124851201328, 1.1510931711473606, 0.20843124851201392, 1.7160221659143025","0.7625354982902213, 0.041279743934696106, 0.30595058102867545, 0.041279743934696564, 0.762535498290216"
